room_id,score
3510733,0
1951127,0
992936,0
5650261,0
1969867,0
3971070,182
5829218,0
1328443,0
1165252,0
1969077,0
985351,0
3484208,0
1151575,0
1597477,0
1734094,0
3608076,0
3408144,0
1308967,0
2502258,0
3184300,0
870033,0
1905048,0
5590420,0
3742027,0
1175606,0
679928,0
773644,0
205575,0
3285395,0
880030,0
1501785,124
1719670,0
4766312,0
3737454,0
4068885,141
1002540,0
1228274,0
4932254,0
3680281,0
1463078,336
1242691,0
5274278,0
3821693,0
3117280,0
1655240,0
872807,0
3682290,0
1446803,0
1299007,0
3315793,0
4183602,0
3439025,0
5872782,34
778288,0
1253063,0
5008353,0
1362007,0
2515594,0
1758989,0
1310318,0
5026047,0
2810443,0
696311,0
1919617,0
5814343,0
483411,0
2223712,0
4851283,0
5232281,0
905947,0
2602736,0
1784882,0
5423891,0
2472388,0
1028791,0
1587684,0
1573459,0
3657860,0
4457125,0
1682997,0
2669107,0
3027617,0
3546023,0
3503386,0
2348647,0
1851210,0
2414345,0
5714691,0
4081889,0
1195581,0
3477157,0
5254223,0
3972960,0
2240238,0
5126455,0
785027,0
2359941,0
1523025,0
2560955,0
930923,0
1856586,0
3243839,0
5781986,0
3526175,0
1685699,0
993307,0
4484411,0
753257,0
955495,0
3236926,0
1455290,0
25865,0
1772294,0
3474970,0
5656898,0
5784311,0
5698120,0
1194782,0
1217609,0
663022,0
868144,0
3867230,0
4444865,0
5749448,0
1572185,0
1639552,0
1408843,0
5595039,0
1400656,0
1462591,0
2900858,0
2825538,0
2625405,0
1208772,0
3390060,0
1896280,0
891153,0
5093985,0
5466974,0
1573514,0
611544,0
69984,0
2036354,0
4262783,0
69999,0
2053899,0
2498497,0
5228817,0
1564887,0
1907603,0
816901,0
1312820,0
4077342,0
293389,0
1658771,0
1573423,0
302678,0
2455118,0
2093145,0
647916,0
1524600,0
3558883,0
3617069,0
1329106,0
5743112,0
1428153,0
1843081,0
716828,0
5875913,0
569146,0
5093800,0
1075362,0
1354737,0
693336,0
778835,0
5399310,0
1615808,0
4883112,0
3266388,0
4146267,0
1457669,0
994460,0
1384716,0
948157,0
982477,0
3934517,0
4501382,0
175524,0
4589386,0
1280652,0
1659652,0
1186208,0
3191600,0
929725,0
4636304,0
5508203,0
1368905,0
1428327,0
4179778,0
3471645,0
2096323,0
1129055,0
1363415,0
754014,0
3878053,0
683075,0
543145,0
1095213,0
683084,0
902709,0
3789947,0
755362,0
1475389,0
5889159,50
1680133,0
1352704,0
2286302,0
899233,0
2491201,0
1350474,0
1381438,0
3625292,0
781199,0
711386,0
2044057,0
4793781,0
5627893,0
3820220,0
5376946,0
4227038,0
5806730,1721
628416,0
2329304,0
1318494,0
3166684,0
3443336,0
5489348,0
953212,0
2109344,0
1088288,0
1500247,0
2458837,0
1157097,0
838958,0
2272449,0
808504,0
3661031,0
3833008,0
5477462,0
1538637,0
638432,0
2950535,0
3450585,0
3370014,0
804697,0
860123,0
503920,0
1594678,0
676445,0
2029062,0
4632518,0
934101,0
1975562,0
1058049,0
3426967,0
1535176,0
3228158,0
1675408,0
4440726,0
871162,0
2486127,0
332143,0
3217549,0
1003817,0
3572853,0
2258457,0
1159199,0
2286689,0
1080124,0
1053976,0
1809404,0
214115,0
815074,0
656812,0
4727290,0
2206862,0
1540909,0
1206352,0
4074111,0
1975491,0
1942027,0
5446082,0
2737329,0
4136153,0
484681,0
1322313,0
2358342,0
1309657,0
2384232,0
1315035,0
3033245,0
2057352,0
1623368,0
3374760,0
2404622,0
3150247,0
4945538,0
897591,0
3673886,0
892698,0
4298999,0
759613,0
1902230,0
1407805,0
3674419,0
3930747,0
3217476,0
5698806,0
1412781,0
1746568,0
2335705,0
5447415,0
933437,0
1603687,0
636552,0
2751933,0
1807776,0
1089850,0
5377006,0
1393776,0
1862931,0
2125689,0
1020391,0
5737682,0
1563481,0
1016563,0
5416303,0
3380337,0
1674703,0
1859246,0
838072,0
1364584,0
1908104,0
2640660,0
1348371,0
3457925,0
787392,0
1328698,0
2036889,0
659391,0
957147,0
902143,0
4209342,0
1293868,0
826497,0
2768354,0
1215223,0
963972,0
874206,0
636133,0
3094898,0
5511290,0
139782,0
1133767,0
2203262,0
972492,0
2654282,0
2023589,0
862919,0
2221505,0
5703564,4001
4012134,0
1752247,0
1170626,0
590369,0
1511589,0
742192,0
4860876,0
3947699,0
3412392,0
5077857,0
1281406,0
1074401,8
5746793,0
1188800,0
1032623,0
685907,0
5667218,0
1282592,0
1558706,0
1247140,0
1746372,0
417527,0
909341,0
655829,0
510961,0
3352135,0
899044,0
1138197,0
2318303,0
3319903,0
2421978,0
5084648,0
4871495,0
4388476,0
5283407,0
1100572,0
2553302,0
1072435,0
2354866,0
3705949,0
5365102,0
1300251,0
1156538,0
3638074,0
1306228,0
2236245,0
1397707,0
966566,0
1230724,0
700243,0
748104,0
1103087,0
5503472,0
2282099,0
4791719,0
2913499,0
2674893,0
5818248,0
2495148,0
4795946,0
2471592,0
2098160,0
4567917,0
1285459,0
5338155,0
669108,0
5359176,0
2114571,0
5812012,0
4441553,0
1860781,0
2476779,0
1276797,0
3551092,0
1603207,0
1446509,0
5512426,0
3479668,0
1026704,0
2893245,0
4608916,1771
1017020,0
1991166,0
5877842,0
3601125,0
2291564,0
916594,0
1115698,0
3735410,0
3634478,0
1394444,0
1849999,0
1188073,0
975546,0
1867107,0
2134423,0
2473074,0
5198157,0
5649272,0
5524252,0
4079586,0
3909185,0
746733,0
1140016,0
932360,0
1420926,0
1979179,0
1080419,0
686561,0
1058064,0
422444,0
1478478,0
925002,0
1060826,0
4701106,0
4462507,0
540438,0
821862,0
2417017,0
1865476,0
869150,0
3488398,0
1051418,0
1914792,0
2218379,0
1250323,0
703405,0
4196215,0
1905046,0
4707120,0
1388012,0
5027602,0
724841,0
2974990,0
5734497,0
3488390,0
3575448,0
2131286,0
3971305,0
818439,0
5611995,0
897962,0
1288499,0
1682684,0
639637,0
829486,0
1934313,0
1477432,0
1487659,0
2269209,0
5717326,0
1530571,0
1275509,0
823163,0
283249,0
3355589,0
5361018,0
3544293,0
1020889,0
550789,0
2448064,0
3371981,0
4619188,0
1780600,0
540409,0
679913,0
1133782,0
5666511,0
1606457,0
706741,0
2199639,0
720957,0
840969,0
5792135,0
5538558,0
601874,0
3236216,0
3018318,0
4000425,0
5760918,0
1630054,0
3707658,0
2253165,0
5896387,0
1208032,0
1239258,0
5152636,0
1170215,0
5246874,0
1675541,0
1397842,0
801325,0
932984,0
879666,0
1325190,0
5307157,0
3228538,0
701763,0
2340930,0
2425054,0
3526501,0
1459998,0
3797644,0
1554166,0
5617922,0
2190619,0
2193348,0
2206036,0
1200314,0
1516405,0
4898982,0
1953650,0
2976744,0
3146372,0
1729796,0
5043311,0
3940929,0
324126,0
3536766,0
5401649,0
4811327,273
1038505,0
2503155,0
424885,0
1661208,0
240795,0
2842422,0
1122859,0
5543859,0
2830446,0
1303273,0
949943,0
3906846,0
4261455,0
3965828,0
1846845,0
313790,0
5812094,0
3248410,0
3584695,0
889051,0
1358325,0
975453,0
1205499,0
1853248,0
2013885,0
4002514,0
1850657,0
900593,0
3222470,0
1704529,0
619313,0
942561,0
973932,0
3306605,0
1004944,0
209162,0
3369748,0
4406016,0
2047748,0
1811058,0
5159101,0
3799673,0
3529779,0
2559145,0
962656,0
2055828,1
952435,0
4795307,0
642203,0
1868792,0
2140392,0
4263424,0
2054758,0
4358569,0
4032218,0
1611302,0
3412204,0
1588145,0
3427693,0
1299308,0
729467,0
4599047,0
967103,0
1830844,0
2048028,0
2994975,0
4848248,0
3911393,0
5017399,0
2243046,0
522122,2436
1360315,0
1033851,0
661169,0
528791,0
910238,0
3102996,0
1066104,0
2356526,0
964717,0
3093169,0
5749771,0
5175766,0
4102604,0
2768898,0
930871,0
2818640,0
5812497,16
722306,0
3404084,0
3913200,0
3284309,0
5171196,0
769269,0
5383388,0
1709959,0
2223138,0
4421376,0
1142623,0
949376,0
5460441,0
2399803,0
630088,0
1924238,0
642608,0
1000713,0
3375916,0
57167,0
917115,0
5765706,0
3874350,0
1443582,0
1251778,0
1395008,0
1089770,0
1015655,0
992154,0
1067654,0
1992782,0
1344272,0
3074868,0
1118420,0
1376388,0
161107,0
4735058,0
2046067,349
3718622,0
5044244,0
5764980,0
615123,0
1163690,0
807437,0
976108,0
985585,0
2274305,0
3380903,0
1039090,0
1649683,0
4066248,0
1551838,0
3626491,5778
2277067,0
2829145,0
5847522,0
5529794,0
1559912,0
2534630,0
2455260,0
1045073,0
5057008,0
929613,0
3755909,0
2226000,0
3537848,0
2268794,0
3304702,0
3697301,0
2696399,0
4658777,0
749445,0
2594975,0
990306,0
1111069,0
3458565,0
1173240,0
672755,256
4714066,0
730938,0
1066754,0
1332613,0
858425,0
3659244,0
662159,0
1129958,0
5647453,0
1086447,0
471661,1
1316154,0
3658622,0
1285675,0
1318183,0
2925088,0
589331,0
1607242,0
1098369,0
1029315,0
838799,0
4935216,0
671199,0
5519260,0
1992307,0
646433,0
3627428,0
312698,0
870013,0
1330740,0
4230721,0
605731,0
1269143,0
3418061,0
2401762,0
600525,0
1422879,0
2468231,0
773068,0
795708,0
3818707,0
1258567,0
1438437,0
3119284,0
979901,0
1067869,0
5867173,0
1543000,0
102531,0
1316672,0
2275982,0
498136,0
1992308,0
3268912,0
1346649,0
2270672,0
964254,0
4028921,0
2580152,0
1965713,0
1353904,0
5117827,0
5631753,0
3365694,0
4302275,0
3225344,0
2074104,0
3683300,0
605501,0
442430,0
1256701,0
5199803,0
956886,0
4052399,0
1111995,0
4622642,0
531342,0
4517748,0
240476,0
2250984,0
4109365,0
1012838,0
770749,0
1950646,0
773625,0
2338548,0
2420931,0
1708500,0
2351307,0
578828,0
1996245,0
769065,0
772985,0
1809190,0
1411552,0
752019,0
1077128,0
612855,0
572663,0
5068971,0
950406,0
4788475,0
4673242,0
1474010,0
593770,0
1605335,0
5776101,27
951168,0
794544,0
1566522,0
1518107,0
572968,0
5221431,0
1220617,0
1234474,0
2469997,0
1761858,0
1381920,0
2230489,0
1982590,0
1069152,0
751057,0
751856,0
5679917,0
5299856,0
642249,0
1311521,0
5758339,0
2439389,0
2238886,0
1307225,0
882172,0
1874399,0
198765,0
1930445,0
973629,0
1549655,0
1461269,0
1061393,0
1879594,0
1204388,0
1615941,0
2597477,0
2632005,0
1336035,0
676823,0
621987,0
1575909,0
4168367,0
5309700,0
1192651,0
5684428,0
4865875,0
3506682,0
4581977,0
1151058,0
695886,0
1061388,0
1160162,0
1141761,0
3595308,0
3748149,0
1610937,0
430248,0
5756292,0
1592945,0
5047584,0
5597079,0
1698309,0
5309329,0
5168156,0
1560046,0
1276062,0
1940914,0
2826942,0
1568250,0
724686,0
187559,0
1621175,0
5757109,0
989894,0
5477825,0
963165,0
1324901,0
4461017,0
826199,0
5763790,0
1205809,0
570686,0
3292269,0
1167124,0
5051940,0
609966,0
2052340,0
3983949,0
1498081,0
3411179,0
2967460,0
4184189,0
901006,0
1581369,0
2495277,0
3901575,0
953076,0
1498288,0
1454625,0
2755571,0
905479,0
1243503,0
5147464,0
1449690,0
1574821,0
3461592,0
816143,0
1738795,0
3945678,0
1236358,0
2853944,0
562576,0
5170786,0
1490861,0
1309804,0
2173056,0
757996,0
2057567,0
1884912,0
1737960,0
2422523,0
5068296,0
1190040,0
1643884,0
5499163,0
1192674,0
2295551,0
1362303,0
5902115,0
876951,0
2120019,0
3094559,0
5609721,0
5729978,0
5180251,0
2042133,0
1720135,0
2133511,0
1041669,0
3088004,0
1833775,0
5465414,0
2300968,0
1745672,0
740495,0
1511818,0
581138,0
1996714,0
1241422,0
1980113,0
2875780,0
5365936,0
1714973,0
613774,0
5147298,0
5708586,0
1016307,0
1135763,0
1005058,0
1179992,0
795310,0
2474985,0
3431230,0
208960,0
4726113,0
1786347,0
1264072,0
3886935,0
617773,0
173647,0
1756722,0
898052,0
974841,0
5327955,0
800229,0
578128,0
1095373,0
4315803,0
3507749,0
1470575,0
5418604,0
892848,0
1374841,0
2466795,0
430561,0
5299646,0
3692940,0
1138156,0
1129434,0
4176531,0
2971110,0
2179806,0
1149203,0
3773487,0
5503489,0
1525471,0
568196,0
1765405,0
1733929,0
1361729,0
3400510,0
1216844,0
2276721,0
5119132,0
745185,0
2746304,0
3651385,0
912204,0
1648929,0
1054333,0
3689488,0
2651201,0
5180799,0
1489571,0
1888315,0
993879,0
1012850,0
1429841,0
269670,0
900561,0
1014341,0
4183985,0
5106815,0
5354569,0
1188436,0
1001322,0
141098,0
4479562,0
4371681,0
2209625,0
5610130,2550
821451,0
1924347,0
4783459,0
1045932,0
3263019,0
1978761,0
544719,0
805084,0
2161459,0
2465712,0
2514317,0
1297801,0
3675136,0
1564368,0
3807816,0
5682414,0
1036128,0
3285355,0
561195,0
2326104,0
2102693,0
1405423,0
1157228,0
4545765,0
3801882,0
1015640,0
798482,0
3801877,0
2631357,0
638068,0
1019883,0
1085174,0
2841000,0
5770941,0
5772013,0
1066020,0
1425789,0
1066327,0
4676796,0
1655228,0
5491732,0
2023539,0
4189928,0
5788566,0
895091,0
2009628,0
1821126,0
831874,0
1698221,0
710542,0
1278434,0
3908073,0
1405718,0
1189527,0
1158121,0
1180418,0
1222682,0
517404,0
879583,0
1383823,0
780844,0
1470214,0
5722895,0
433235,0
2263248,0
1293845,0
1181339,0
1291692,0
1037023,0
1049651,0
1060166,0
1245674,0
3159747,0
708807,0
3581526,0
5535986,0
1788259,0
1881169,0
651221,0
662207,0
3009513,0
693824,0
4670943,0
757188,0
1294371,0
5498578,0
3702246,0
2741315,0
1524143,0
5859345,0
5268665,0
5710125,0
5628491,0
4520944,0
554769,0
796674,0
2178631,0
932278,0
1720846,0
1074854,0
4475541,0
880775,0
1278066,0
4569981,0
4064328,0
3132071,0
1350505,0
837607,0
1388633,0
4005568,0
859423,0
1096018,0
509747,480
1840488,0
2433775,0
935839,0
1580099,0
1586245,0
2914350,0
1055869,0
1417284,0
5665031,0
3736497,0
2426274,0
3491963,0
1155708,0
1189475,0
2178950,0
3577902,0
1470494,0
1878425,433
2004652,0
1824454,0
4305481,0
817325,0
2187946,0
1005477,0
1302654,0
4887906,0
1633198,0
1162795,0
3163390,0
1861553,0
2116769,0
867541,0
4918610,0
3521486,0
3702026,0
922763,0
1655112,0
1529291,0
3799158,0
2693277,0
5801515,0
979395,0
1080698,0
3806100,0
592510,0
3815481,0
1717898,0
731330,0
932787,0
711212,0
3881752,0
555350,0
4830792,0
543475,0
657696,0
915755,0
1502363,0
5668232,0
5189940,0
5164952,0
1632949,0
1207996,0
3424099,0
1518973,0
2281242,0
1775015,0
939392,0
1620401,0
1686350,0
3576120,0
895827,0
5002544,0
1608653,0
1816436,0
5741128,0
2176570,0
3455567,0
1901179,0
1669518,0
4240436,0
3561078,0
888754,0
1092153,0
1081748,0
5080504,0
794182,0
519827,0
687563,0
700650,0
5052266,0
1801476,0
3422049,0
634426,0
1621578,0
3638745,0
3360046,0
1729278,0
3460500,0
3662492,0
5836984,0
1457327,0
3724867,0
1201560,0
4551964,0
4057451,0
4725810,0
574225,0
2073975,0
4797807,0
3477162,0
5196651,0
4504653,0
1103351,0
2429623,0
872970,0
960555,0
4738553,0
1641342,0
5152691,0
717339,0
3639046,0
637057,0
5545418,0
561784,0
2632831,0
1175242,0
1591384,0
986666,0
4828634,0
5689693,0
2531361,0
4309272,0
1174980,0
1181876,0
1034263,0
1285796,0
5334289,0
3291276,0
2683219,0
4088203,0
1224322,0
2088307,0
2693112,0
3215244,0
1992989,0
957549,0
1524390,0
1335160,0
5187463,0
5223280,0
1573716,0
5020150,0
773304,0
305826,0
3755628,0
4411556,0
4677337,0
1166693,0
3716240,0
5077158,0
1209037,0
992663,0
1751544,0
1493842,0
5128593,0
1017145,0
544033,52
1149001,0
1302584,0
5129837,0
853746,0
2459534,0
690274,0
1329608,0
3544242,0
2149488,0
1891748,0
2223039,21
1253191,0
1318441,0
2475478,0
2236652,0
3758967,0
764417,0
979400,0
1230810,0
933274,0
3994534,0
1999498,0
622605,0
2907299,0
2600202,0
2199548,0
3909625,0
1001624,0
1649665,0
1771671,0
3485225,0
665204,4323
5778202,0
2216663,0
4095735,0
891109,0
1256371,0
1318199,0
1180933,0
868589,0
5120282,0
622950,0
5608823,0
5852701,0
5693608,121
1667307,0
5507344,0
3524444,0
3691357,0
3323907,0
2198934,0
2041979,0
1032689,0
3928444,0
927273,0
143458,0
959800,0
1593469,0
5821732,0
1177062,0
765757,0
1141800,0
2303571,0
4623377,0
4524046,0
2594220,0
1048527,0
945716,0
2227428,0
2170761,0
672490,0
5664067,0
3721260,0
3879975,0
5048877,0
157245,0
5647032,0
1093979,0
1558041,0
2670806,0
831505,0
574454,0
1236736,0
2136475,0
5826774,0
4510721,0
2056004,0
3550324,0
1436693,0
5313585,0
2310122,0
1847364,0
4432182,0
4093597,0
1936225,0
3537953,0
995719,0
3844497,0
1935644,0
2959171,0
5680888,0
1480536,0
5899917,0
5821581,0
3666651,0
611809,0
1458009,0
1088614,0
819826,0
2023563,0
3938025,0
2755506,0
1887228,0
628837,0
4166447,0
1299598,0
2723584,0
1535851,0
4544246,0
1332727,0
1724204,0
4081663,0
1460950,0
3476820,0
134785,0
2639977,0
1233540,0
1869259,0
1944512,0
1733965,0
1086885,0
800600,0
1547058,0
4905039,0
5766327,0
1274828,0
1963904,0
114043,0
597811,0
1488185,0
994932,0
5597927,0
2631166,0
3696679,0
3956538,0
167304,0
5008320,0
2208186,0
2318366,0
5731684,680
835211,0
1336474,0
3359293,0
944246,0
1744702,0
4506013,0
1105116,0
1521813,0
3736493,0
4842242,0
5500573,0
1645687,0
1932626,0
3638831,0
2133449,0
1335564,0
1809241,0
5855784,0
1466383,0
889423,0
4644920,0
648063,0
1179183,0
1653549,0
778052,0
510208,0
613244,0
256600,0
1625393,0
2685048,0
617606,0
678645,0
1114070,0
1685461,0
5186662,0
1170199,191
619556,0
1452491,0
3237926,0
3833471,0
221781,0
670512,0
5426453,0
1350308,0
3981854,0
902669,0
4622288,0
1190745,0
1454062,0
2879945,0
4360747,0
1170156,0
649530,0
5514336,0
2005449,0
1208442,0
1018386,0
2217419,0
1802463,0
1119427,0
808817,0
599230,0
1179505,0
1502725,0
1679717,0
1482243,0
839534,0
1189450,0
4130810,0
1239908,0
2825865,0
1097351,0
2407940,0
5226325,0
5030273,0
3452641,0
1924800,0
1490136,0
2473630,0
1110749,0
2286037,0
1713772,0
3704221,0
1111685,0
1529870,0
1282456,0
3349562,0
4820854,0
842646,0
4736559,0
2967413,0
856245,0
523243,0
5614200,0
3630522,0
1374759,0
757710,0
757437,0
2147000,0
1436720,0
4654346,0
1667076,0
627741,0
3435376,0
1670066,0
3421937,0
4846592,0
3938338,0
2718947,0
1835638,0
1166713,0
1308809,0
3774235,1075
1746613,0
529341,0
2682939,0
3915194,0
968857,0
3079570,0
3276376,0
1482450,0
749808,0
985718,0
5673772,0
271420,0
3488652,0
1201813,0
1730218,0
1882483,0
5006538,0
631281,0
3191994,0
5758353,0
5265024,0
1113843,0
953444,0
5198364,0
1273719,0
678089,0
1717508,0
502106,0
2216067,0
2175318,0
2331654,0
849345,0
900054,0
468651,0
2803327,0
2346156,0
1179331,0
706292,0
3841870,0
951570,0
5597064,0
591290,0
2892859,0
5656071,0
2084028,0
1572436,0
3271537,0
3759582,0
1078112,0
991229,0
5754267,0
881320,0
928496,0
2791506,0
828785,0
3520852,0
1740452,0
3521411,0
2903374,0
5300238,0
1127887,0
424312,0
4854210,0
1476838,0
1273898,0
1306768,0
2788521,0
1100291,0
1269626,0
637691,0
2001578,0
778323,0
3801447,0
5827139,0
876441,0
1280906,0
1434208,0
2733618,1248
1181058,0
618367,0
3456561,0
1723814,0
1735152,0
964933,0
5695443,0
1429054,0
789034,0
1345864,0
1112331,0
836427,0
4344404,0
1049536,0
668820,0
1001000,0
1647771,0
1580804,0
482028,0
1996098,0
5852415,0
1766116,0
2057219,0
1033784,0
3971212,0
1262394,0
1225975,0
4628206,0
3721119,0
3272591,0
1674370,0
4071509,0
694399,0
1236217,0
1790656,0
1986136,0
1061830,0
3219345,0
708330,0
3601995,0
4063459,0
1429124,0
1685400,0
2266915,0
1463264,0
1760362,0
5829369,0
3911824,0
1109796,0
5668721,0
5698674,0
1763379,0
1297126,0
3365570,0
1182167,0
1033150,0
4175078,0
1914480,0
947998,0
5856300,0
1078671,0
5551644,0
4007662,0
5639882,0
1328915,0
1478595,0
2080918,0
2047506,0
5179391,0
1492860,0
1304325,0
1847512,0
3999946,0
5360821,0
3546187,0
3583363,0
2223728,0
610974,0
5072615,0
1576145,0
4046954,0
4487841,0
4226241,0
3946805,0
2369568,0
631796,0
5770221,0
677858,0
2593186,0
1125642,0
1403856,0
790373,0
4218828,0
2640117,0
3297521,0
1493489,0
3631051,0
3951446,0
2771082,0
4814045,0
3925367,0
1805441,0
1896713,0
3301461,0
2445316,0
5596414,0
1186333,0
5185073,149
1661400,0
4023637,0
869073,0
5837870,0
1942345,0
1155027,0
738510,0
4903797,0
1257166,0
1651153,0
3899157,0
1296689,0
715134,0
2542402,0
957418,0
5107445,0
2020274,0
1010086,0
1123444,0
5710264,0
1326850,0
5871893,0
3231923,0
844601,0
2054190,0
1692440,0
679767,0
897663,0
1312455,0
1144784,0
906165,0
5183489,0
5667130,0
1349727,0
3420598,0
1875689,0
1128510,0
2960100,0
1492493,0
3460836,0
666711,0
1723398,0
1650330,0
3361457,0
1029620,0
2041806,0
1051352,0
5895123,0
1145593,0
958156,0
1718177,0
1978817,0
2181196,0
4194633,0
1105283,0
2277995,0
816802,0
694993,0
684003,0
1984681,0
741036,0
3996493,0
4528428,0
1122241,0
1390172,0
596038,0
1628981,0
2264313,0
504460,0
1041056,0
4849287,0
1779635,0
1222416,0
1478492,0
2626526,0
3804950,0
1133170,0
609138,0
4359303,0
2279264,0
1968471,0
1003107,0
5782024,0
204851,0
1806883,0
2342135,0
1400585,0
3160846,0
818590,0
3951475,0
2482135,0
1761547,0
3721810,0
1694616,0
5864441,2133
1817595,0
1300042,0
3473155,0
2106729,0
909914,0
1479287,0
606897,0
599843,0
5031515,0
2309194,0
992434,0
888964,0
5846728,0
1238729,0
1401390,0
5301963,0
2955970,0
5506600,0
1804958,0
5431623,133
792100,0
140846,0
3581363,0
425408,0
658969,0
4482423,0
1986887,0
1073474,0
1304458,0
827229,0
691621,0
5182188,0
1149308,0
3077488,0
2112881,0
913915,0
663044,0
3977326,0
934167,0
886317,0
2205382,0
4442533,0
2187345,0
1331451,0
2193706,0
594758,0
4646551,0
1222443,0
1519250,0
1330190,0
2547392,0
3259138,0
1186307,0
5016406,0
1873803,0
1248717,0
3664768,0
2911903,0
5788695,2598
3380724,0
2518389,0
2906568,0
2219183,0
2270444,0
4756884,0
1624892,0
5106198,0
785285,0
1036092,0
1416698,0
4550961,0
2478070,0
5491183,0
1334255,0
2335465,0
982043,0
3641193,0
3974139,0
1984876,0
3601794,0
857157,0
1153365,0
2926770,0
1218118,0
1864125,0
1979704,0
4005685,0
951474,0
4062049,0
610694,0
2244610,0
5479218,0
1249029,0
1265952,0
829092,0
1588661,0
1909385,0
583902,0
1304258,0
3878827,0
1386395,0
1857728,0
1056943,0
1857272,0
1003087,0
4831995,0
1366853,0
1254575,0
4896232,0
2251220,0
1838035,0
335419,0
2668332,0
1112028,0
5367914,0
5188716,0
1484826,0
1684201,0
1235965,0
2290967,0
615765,0
2327315,0
3505976,0
1717294,0
4667220,0
797448,0
645377,0
5861296,587
1296821,0
5157247,0
2222360,0
3090149,0
3650487,0
3402738,0
3693834,0
2070500,0
2064373,0
1503052,0
5384542,0
626150,0
4899863,0
1892108,0
2476852,0
1040687,0
3708349,0
1046445,0
1537459,0
2254805,0
297094,0
2520965,0
756338,0
1310033,0
4193802,0
3794323,0
873999,0
3963418,0
1403292,0
1599115,0
291413,0
1024304,0
1210079,0
4902254,0
2225488,0
1991487,0
858266,0
5664880,11448
4595562,0
1308478,0
2429072,0
5284503,0
4680770,0
1934389,0
1846749,0
982343,0
4014933,0
5020338,0
5651785,0
3484992,0
751796,0
5758306,0
1435730,0
2132541,0
562346,0
1756736,0
647429,0
1632982,0
4083727,0
4435874,0
1201877,0
5022561,0
470341,0
651949,0
4735742,0
5241313,0
2885130,0
5062367,0
3809690,0
3026646,0
5690852,0
2354579,0
83715,0
1325153,0
1611048,0
4725886,0
2031130,0
1967203,0
990934,0
718716,0
4087359,0
424330,2946
587686,0
1865823,0
1432127,0
3433488,0
790078,0
